,Rel_BreitGross,RelSpitze_oben,RelSpitze_unten,Anzahl_Linie,Anzahl_Ecken,Anzahl_Kreis,Label
272,0.28252133887851694,0.1811764705882353,0.6047058823529412,9,34,1,1
273,0.6388152236722252,0.007566204287515763,0.34047919293820933,21,8,1,1
274,0.19623973030924807,1.0,0.45348837209302323,17,7,0,1
275,0.23720101278443503,0.034328358208955224,0.5149253731343284,10,2,1,1
276,0.6030150753768844,0.8791666666666667,0.7875,3,1,0,1
277,0.4284760239706734,0.7689530685920578,0.48736462093862815,9,11,0,1
278,0.5405504956625979,0.7379032258064516,0.3629032258064516,7,4,0,1
279,0.6505262708838239,0.8025889967637541,1.0,3,8,0,1
280,0.7386666666666667,0.9458483754512635,0.855595667870036,3,1,0,1
281,0.3224745862674824,0.9851551956815114,0.9851551956815114,2,4,1,1
282,0.24212034383954154,0.9940828402366864,0.9881656804733728,2,2,1,1
283,0.46513407233748577,0.27472527472527475,0.6781789638932496,6,31,0,1
284,0.37846286790824996,1.0,0.6595744680851063,6,2,0,1
285,0.4051416125678089,0.8257839721254355,0.6376306620209059,3,3,1,1
286,0.3055050943646426,0.1932245922208281,0.465495608531995,9,5,0,1
287,0.22348598862319294,1.0,0.4721549636803874,6,1,0,1
288,0.3933624873866664,0.7607142857142857,0.5178571428571429,3,2,0,1
289,0.30642320531297235,0.042692939244663386,0.5730706075533661,9,1,1,1
290,0.32110577325965917,1.0,0.5067873303167421,3,20,1,1
291,0.3241551939924906,0.9987484355444305,0.9987484355444305,9,2,1,1
292,0.26012715725012736,1.0,0.4340659340659341,19,3,1,1
293,0.23153942428035043,0.9899874843554443,0.9887359198998749,5,14,1,1
294,0.29,0.9741379310344828,1.0,4,3,1,1
295,0.4725990975397379,0.38391502276176026,0.3535660091047041,7,1,0,1
296,0.4018282426935952,0.9684044233807267,0.9936808846761453,4,18,1,1
297,0.7083854818523154,0.6032540675844806,1.0,11,4,0,1
298,0.3324325801585754,0.2807486631016043,0.27941176470588236,7,1,0,1
299,0.32016839782168505,1.0,0.5804289544235925,0,14,0,1
300,0.3659322576862054,0.05381727158948686,0.2765957446808511,13,2,0,1
301,0.31357048748353095,0.7184873949579832,0.42857142857142855,16,3,1,1
302,0.2234184274352862,1.0,0.4721549636803874,6,1,0,1
303,0.5955620406180561,1.0,0.9114219114219114,0,6,0,1
304,0.46952175263221285,0.3638297872340426,0.7425531914893617,25,3,1,1
305,0.3506058297779538,0.9540229885057471,0.9604086845466155,1,1,0,1
306,0.41419713245669176,1.0,0.3970802919708029,5,8,1,1
307,0.34054054054054056,0.9963963963963964,0.9963963963963964,4,5,0,1
308,0.3785248692803135,0.05131414267834793,0.35544430538172717,9,1,1,1
309,0.21908117023444512,0.9836289222373806,0.9863574351978172,6,27,1,1
310,0.24432768360948426,0.9803149606299213,0.9803149606299213,5,12,1,1
311,0.19925233760192346,0.1798469387755102,0.46811224489795916,6,6,0,1
