,Rel_BreitGross,RelSpitze_oben,RelSpitze_unten,Anzahl_Linie,Anzahl_Ecken,Anzahl_Kreis,Label
0,0.29115267553596963,0.00904977375565611,0.6515837104072398,9,2,0,0
1,0.3383405331308224,0.5561224489795918,0.75,10,5,0,0
2,0.726178451489505,0.9852941176470589,0.9894957983193278,6,8,0,0
3,0.3164219066864391,0.7383966244725738,0.6160337552742616,27,15,0,0
4,0.2600980873580912,0.17551020408163265,0.6408163265306123,15,8,0,0
5,0.22949878425419842,0.9880239520958084,0.6826347305389222,0,5,0,0
6,0.7725567505260872,0.844059405940594,0.9975247524752475,2,10,0,0
7,0.6120876536632849,0.9870689655172413,0.9978448275862069,2,5,0,0
8,0.43812281996840474,0.7237113402061855,0.5814432989690722,7,7,0,0
9,0.3028123558234065,0.05714285714285714,0.4831168831168831,3,8,0,0
10,0.29001368657248044,0.8867924528301887,1.0,17,2,0,0
11,0.38184458454044096,0.15486725663716813,0.5685840707964602,42,6,0,0
12,0.6074249819936621,0.9015384615384615,0.48615384615384616,4,5,0,0
13,0.4510865776601056,0.2965931863727455,0.685370741482966,9,6,0,0
14,0.2658518725827867,1.0,0.9886363636363636,9,6,0,0
15,0.5559903054144865,0.9710743801652892,0.41735537190082644,6,3,0,0
16,0.2827252748383679,0.7692307692307693,0.6495726495726496,11,2,0,0
17,0.30392142085345486,0.14285714285714285,0.2961672473867596,27,12,0,0
18,0.49353028611641714,0.5771543086172345,0.2965931863727455,27,3,0,0
19,0.605966085055588,0.35306122448979593,0.6122448979591837,9,10,0,0
20,0.3868303690516485,1.0,0.5219638242894057,14,1,0,0
21,0.25828873348074705,0.7513513513513513,0.7513513513513513,13,10,0,0
22,0.9762584671712848,0.9915730337078652,0.898876404494382,8,6,0,0
23,0.8523352272066107,0.38877755511022044,0.4228456913827655,1,16,0,0
24,0.5269608393881617,0.336864406779661,0.7457627118644068,9,16,0,0
25,0.45639956672936666,0.9267782426778243,0.6861924686192469,9,4,0,0
26,0.6709538731155252,0.9341176470588235,0.6776470588235294,8,8,0,0
27,0.4913070206147749,0.27655310621242485,0.3286573146292585,3,1,0,0
28,0.4396503483770727,0.16009852216748768,0.37438423645320196,6,8,1,0
29,0.5333086684206584,0.5129310344827587,1.0,12,3,1,0
30,0.5068642863788398,0.9899799599198397,0.6152304609218436,6,5,0,0
31,0.3134084741146911,0.777027027027027,0.8040540540540541,5,1,0,0
32,0.773100270281348,0.844059405940594,0.9975247524752475,3,12,0,0
33,0.39497352948924497,0.2188235294117647,0.64,9,18,1,0
34,0.48679025381278124,0.34210526315789475,0.7697368421052632,7,4,0,0
35,0.7270774480102731,0.9832285115303984,0.9874213836477987,5,10,0,0
36,0.8057696803514861,0.9974226804123711,0.7345360824742269,3,13,0,0
37,0.6985356749325288,0.8474226804123711,0.6618556701030928,14,3,0,0
38,0.2533151347624858,0.9745762711864406,0.8559322033898306,9,3,0,0
39,0.18331186649358108,1.0,0.6946902654867256,16,6,0,0
40,0.6651319798516487,0.9158316633266533,0.9418837675350702,6,9,0,0
41,0.19861132260650327,0.8427672955974843,0.9937106918238994,12,3,0,0
42,0.17977878032479228,1.0,0.6933333333333334,8,8,0,0
43,0.8104145907173029,0.7858585858585858,0.8686868686868687,5,19,0,0
44,0.32881848521526474,0.06995884773662552,0.5576131687242798,17,14,0,0
45,0.4938994093823024,0.012345679012345678,0.38271604938271603,21,4,0,0
46,0.39581640633608256,0.2240566037735849,0.6391509433962265,16,2,1,0
47,0.3818346059642027,0.06707317073170732,0.5386178861788617,15,4,0,0
48,0.40789087116015427,0.9939879759519038,0.5751503006012024,15,4,0,0
49,0.6743243243243243,0.8176352705410822,1.0,41,14,0,0
50,0.38498617502951216,1.0,0.6112224448897795,14,3,0,0
51,0.2422859462612551,0.7666666666666667,0.7266666666666667,8,3,0,0
52,0.4934312563743032,0.5771543086172345,0.2965931863727455,15,6,0,0
53,0.9642527737402192,0.9649122807017544,0.9407894736842105,0,5,1,0
54,0.4054547800489625,1.0,0.5225806451612903,12,2,0,0
55,0.6078017081190873,0.6639118457300276,1.0,22,11,0,0
56,0.5208556373331006,0.12056737588652482,0.4160756501182033,3,3,0,0
57,0.8115841886253616,0.7894736842105263,0.8724696356275303,7,9,0,0
58,0.19929594521335456,0.08287292817679558,0.46408839779005523,8,2,0,0
59,0.4693247132822925,0.15869565217391304,0.6173913043478261,23,4,0,0
60,0.5375023964059901,0.9899799599198397,0.5571142284569138,29,2,0,0
61,0.6120706388978678,0.7731277533039648,1.0,8,2,1,0
62,0.6359077658194221,0.5107692307692308,0.4123076923076923,1,3,0,0
63,0.3996901327791974,0.9882352941176471,0.5647058823529412,10,4,0,0
64,0.2833653346636746,0.06935123042505593,0.37583892617449666,26,6,0,0
65,0.7263445450594106,1.0,0.9594594594594594,11,7,0,0
66,0.5415433492657231,0.6558441558441559,0.8073593073593074,3,9,0,0
67,0.4568370496373077,0.9288702928870293,0.6882845188284519,8,5,0,0
68,0.3843359024562276,1.0,0.6132264529058116,14,10,0,0
69,0.2896174863387978,0.8867924528301887,1.0,16,7,0,0
70,0.254371895009446,0.2012012012012012,0.6306306306306306,4,7,0,0
71,0.9609919221670172,0.9714912280701754,0.9473684210526315,1,9,0,0
72,0.6170213080481426,0.7274549098196392,0.35470941883767537,32,3,0,0
73,0.8169159207324785,0.5975855130784709,0.9959758551307847,12,2,0,0
74,0.26404266647968677,0.18269230769230768,0.6442307692307693,8,4,0,0
75,0.4778102544469313,0.9979879275653923,0.6056338028169014,24,5,0,0
76,0.45870330594245223,0.9238476953907816,0.9118236472945892,8,4,1,0
77,0.29478732125488005,0.009029345372460496,0.6501128668171557,6,6,1,0
78,0.21047634630317022,0.9019607843137255,0.9150326797385621,36,9,0,0
79,0.40545339340430675,1.0,0.5204301075268817,9,1,0,0
80,0.5458479835327865,0.6568848758465011,0.27313769751693,26,4,0,0
81,0.2644320297951583,0.9225352112676056,1.0,8,8,0,0
82,0.40942405150249195,0.9919839679358717,0.5691382765531062,10,6,0,0
83,0.6734143049932524,0.8176352705410822,1.0,46,12,0,0
84,0.9374272910386617,0.7675350701402806,0.5290581162324649,8,5,0,0
85,0.40393614212794227,0.0841683366733467,0.5671342685370742,16,2,0,0
86,0.7079388952336924,0.5685393258426966,1.0,7,8,0,0
87,0.30318259043888685,0.9337016574585635,1.0,8,5,0,0
88,0.6735400578846656,0.8096192384769539,1.0,2,15,0,0
89,0.24110618172479542,0.7651006711409396,0.7248322147651006,9,2,0,0
90,0.3358270678484941,1.0,0.5294117647058824,15,4,0,0
91,0.6524861930434825,0.9506172839506173,0.8765432098765432,0,5,0,0
92,0.6341936649806469,0.5061349693251533,0.4049079754601227,2,2,0,0
93,0.5906273060629862,0.18637274549098196,0.39478957915831664,3,8,0,0
94,0.9172794117647058,0.9458917835671342,1.0,5,2,0,0
95,0.331334325092998,0.07010309278350516,0.5587628865979382,17,6,0,0
96,0.43703614075079905,0.9875311720698254,0.773067331670823,20,4,0,0
97,0.45627019512341477,0.2785571142284569,0.3306613226452906,5,13,0,0
98,0.9577735124760077,0.9839679358717435,0.9839679358717435,11,12,0,0
99,0.48710892380199045,1.0,0.8285714285714286,11,7,0,0
100,0.8876269006286747,0.9571428571428572,0.6785714285714286,0,2,0,0
101,0.9967576884357239,0.9884057971014493,0.9246376811594202,2,7,0,0
102,0.27664365351503073,0.08817635270541083,0.46292585170340683,11,3,1,0
103,0.4711251258585722,0.15430861723446893,0.6072144288577155,43,9,0,0
104,0.31792521659162204,0.4006024096385542,0.7048192771084337,7,4,0,0
105,0.540212925637799,0.6593886462882096,0.8078602620087336,3,6,0,0
106,0.47121056564505975,0.0781563126252505,0.5290581162324649,40,16,0,0
107,0.19813992054780546,0.8427672955974843,0.9937106918238994,13,3,0,0
108,0.528137668718959,0.4152542372881356,0.75,12,5,0,0
109,0.9292365966425428,0.9819639278557114,0.9819639278557114,12,10,0,0
110,0.6707805152834379,0.9859719438877755,0.5170340681362725,18,7,0,0
111,0.2570432818215855,0.7513513513513513,0.7567567567567568,15,7,0,0
112,0.27601817528810774,0.08817635270541083,0.46292585170340683,8,2,1,0
113,0.39646269092829195,0.1706827309236948,0.6144578313253012,64,4,0,0
114,0.6157157391497563,0.35365853658536583,0.2073170731707317,0,11,0,0
115,0.6550202085407515,0.561122244488978,0.56312625250501,4,5,0,0
116,0.4675710332991651,0.1565217391304348,0.6173913043478261,25,7,0,0
117,0.7034801566270782,0.5720720720720721,1.0,3,11,0,0
118,0.3087431693989071,0.6637168141592921,0.5663716814159292,14,4,0,0
119,0.6128650850016456,0.775330396475771,1.0,10,1,1,0
120,0.6004495631559568,0.9351464435146444,0.9644351464435147,6,14,0,0
121,0.4079157691648214,1.0,0.5185185185185185,9,8,0,0
122,0.3050920464669857,0.773972602739726,0.8013698630136986,3,1,0,0
123,0.40178064595226454,0.04576659038901602,0.5240274599542334,16,6,0,0
124,0.38180863417408256,0.1545253863134658,0.5673289183222958,46,4,0,0
125,0.4128005447424427,0.04128440366972477,0.5229357798165137,13,7,0,0
126,0.5743010705195299,0.7121535181236673,0.5714285714285714,10,8,0,0
127,0.21226497483337628,0.8506493506493507,0.8636363636363636,33,10,1,0
128,0.5180310099394383,0.8501440922190202,0.7204610951008645,3,6,0,0
129,0.6077172677689139,0.6666666666666666,1.0,21,4,0,0
130,0.5905707670527799,0.9331941544885177,0.8789144050104384,3,7,0,0
131,0.9172794117647058,0.9478957915831663,1.0,3,4,0,0
132,0.4411567176383737,0.9955257270693513,0.6152125279642058,27,9,0,0
133,0.31882954308187317,0.3963963963963964,0.7027027027027027,6,4,0,0
134,0.4378592985148151,0.9875311720698254,0.773067331670823,18,5,0,0
135,0.5271511618739302,0.8893528183716075,0.4509394572025052,23,6,0,0
136,0.32469948389307024,1.0,0.4409937888198758,31,8,1,0
137,0.5459312889443896,0.6591422121896162,0.27313769751693,30,3,0,0
138,0.49064240766275513,0.29458917835671344,0.3226452905811623,2,10,0,0
